customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,gender,senior_citizen,has_tech_support,has_streaming,has_online_security,has_online_backup,paperless_billing,num_products,num_support_tickets,avg_call_duration,days_since_last_contact,churn
CUST001571,5,104.4,518.5,Month-to-month,Bank transfer (automatic),Fiber optic,Female,Yes,0,1,0,0,1,1,0,4.72,19,1
CUST001572,40,20.0,822.03,One year,Mailed check,DSL,Female,No,1,0,0,1,1,1,0,8.48,16,0
CUST001573,59,52.31,3154.52,One year,Electronic check,No,Male,No,0,0,0,0,1,5,4,9.32,8,1
CUST001574,7,20.0,145.35,One year,Credit card (automatic),DSL,Male,No,0,1,0,0,1,3,1,1.0,34,0
CUST001575,3,65.79,197.91,Two year,Mailed check,No,Female,No,1,1,1,0,0,2,3,5.83,11,0
CUST001576,1,71.79,71.59,Month-to-month,Mailed check,No,Female,No,0,0,0,1,0,3,1,1.0,20,1
CUST001577,30,104.77,3193.11,Month-to-month,Credit card (automatic),Fiber optic,Male,No,0,1,0,1,1,2,0,2.08,6,1
CUST001578,28,68.02,1904.5,Month-to-month,Credit card (automatic),Fiber optic,Female,No,1,0,0,0,0,4,3,15.26,5,0
CUST001579,23,91.1,2099.1,Month-to-month,Mailed check,Fiber optic,Female,No,0,0,1,0,1,3,1,9.16,25,1
CUST001580,7,79.6,565.76,Month-to-month,Mailed check,No,Female,No,0,1,1,1,1,4,2,5.16,2,0
CUST001581,14,54.12,745.3,Two year,Electronic check,DSL,Male,Yes,0,0,0,1,0,2,1,4.5,78,0
CUST001582,27,29.78,795.06,Two year,Credit card (automatic),Fiber optic,Female,No,0,0,0,0,0,3,1,2.76,109,0
CUST001583,20,71.88,1494.62,Month-to-month,Credit card (automatic),DSL,Male,Yes,0,1,1,0,0,1,2,4.41,4,0
CUST001584,72,27.7,2037.58,Month-to-month,Electronic check,No,Male,No,0,0,0,0,1,1,2,1.37,5,0
CUST001585,4,97.38,367.84,Month-to-month,Bank transfer (automatic),No,Male,No,0,1,1,1,0,3,1,6.55,21,0
CUST001586,35,60.95,2101.07,Two year,Bank transfer (automatic),Fiber optic,Female,No,1,1,1,0,0,1,0,4.87,9,0
CUST001587,15,94.88,1469.65,Two year,Electronic check,Fiber optic,Female,No,0,0,0,1,0,3,1,15.04,9,0
CUST001588,16,52.99,837.75,Month-to-month,Bank transfer (automatic),DSL,Female,No,0,0,0,0,1,4,1,2.47,34,0
CUST001589,37,71.72,2642.33,One year,Electronic check,Fiber optic,Male,No,0,0,0,1,1,2,1,38.48,44,0
CUST001590,35,70.23,2422.21,Month-to-month,Bank transfer (automatic),No,Female,No,0,1,0,1,0,1,2,20.5,20,0
CUST001591,72,63.87,4643.31,Month-to-month,Electronic check,Fiber optic,Male,Yes,1,0,1,0,0,3,1,6.47,8,1
CUST001592,4,54.18,210.96,Month-to-month,Bank transfer (automatic),Fiber optic,Female,No,0,0,1,0,0,4,0,8.68,69,0
CUST001593,3,74.81,221.97,One year,Electronic check,No,Female,No,0,1,1,0,1,3,1,25.57,36,0
CUST001594,38,41.85,1602.89,Month-to-month,Electronic check,DSL,Male,No,1,0,1,1,1,3,3,2.98,32,0
CUST001595,25,34.76,909.86,Month-to-month,Electronic check,No,Female,No,1,0,1,0,1,2,0,1.0,29,0
CUST001596,9,96.07,858.46,Month-to-month,Bank transfer (automatic),Fiber optic,Male,Yes,0,1,0,0,1,1,1,2.51,65,1
CUST001597,2,83.18,165.43,Month-to-month,Electronic check,DSL,Female,No,0,0,0,1,1,3,2,1.0,5,0
CUST001598,2,66.65,141.95,One year,Bank transfer (automatic),Fiber optic,Male,No,0,0,1,0,1,2,1,12.23,27,0
CUST001599,67,106.63,6858.47,Month-to-month,Mailed check,No,Female,No,0,0,0,0,0,4,3,2.66,21,0
CUST001600,6,58.31,348.64,Two year,Bank transfer (automatic),Fiber optic,Female,No,1,0,0,1,0,2,1,1.14,20,0
CUST001601,11,98.07,1054.81,Month-to-month,Mailed check,Fiber optic,Male,No,1,0,0,1,1,2,1,30.4,3,1
CUST001602,7,69.39,476.67,Month-to-month,Electronic check,No,Female,No,0,0,1,1,1,3,1,1.0,5,0
CUST001603,13,39.38,517.64,Month-to-month,Electronic check,No,Male,No,0,0,0,0,1,3,1,33.84,23,0
CUST001604,2,111.2,221.06,Month-to-month,Mailed check,No,Female,No,1,1,0,1,0,3,4,8.62,9,0
CUST001605,21,89.77,1916.02,Month-to-month,Bank transfer (automatic),Fiber optic,Male,Yes,0,0,1,0,0,4,2,6.2,87,0
CUST001606,2,61.97,125.37,Month-to-month,Bank transfer (automatic),Fiber optic,Female,No,1,1,0,0,1,5,2,8.21,6,1
CUST001607,48,83.18,3879.2,Two year,Electronic check,No,Female,No,1,1,0,0,0,4,1,22.77,24,0
CUST001608,7,54.91,372.57,One year,Bank transfer (automatic),Fiber optic,Female,Yes,0,0,0,1,0,4,1,1.0,16,0
CUST001609,23,85.73,2002.21,Two year,Electronic check,Fiber optic,Female,No,0,1,0,0,0,3,0,8.64,24,1
CUST001610,63,20.0,1217.68,Month-to-month,Electronic check,Fiber optic,Female,Yes,1,0,0,0,0,3,1,4.85,19,1
CUST001611,31,39.5,1203.4,Month-to-month,Mailed check,Fiber optic,Female,No,0,0,1,0,1,1,3,14.82,8,1
CUST001612,22,89.48,1977.99,Month-to-month,Electronic check,DSL,Male,No,0,1,0,1,1,2,1,4.66,89,0
CUST001613,11,58.76,657.93,One year,Bank transfer (automatic),DSL,Female,No,0,0,0,0,0,1,0,4.24,3,0
CUST001614,12,70.19,840.72,Two year,Credit card (automatic),Fiber optic,Female,Yes,0,1,0,0,1,1,2,21.42,3,1
CUST001615,33,31.33,1058.13,Two year,Electronic check,Fiber optic,Female,No,1,0,0,0,1,2,3,12.8,89,1
CUST001616,72,111.2,7902.06,Month-to-month,Bank transfer (automatic),No,Male,No,0,0,0,1,0,1,3,2.0,16,0
CUST001617,32,94.76,3065.88,Month-to-month,Credit card (automatic),DSL,Female,No,0,0,0,1,1,4,0,5.05,17,0
CUST001618,24,59.98,1427.15,Month-to-month,Electronic check,DSL,Male,Yes,0,0,1,0,0,4,2,9.9,7,0
CUST001619,39,54.88,2173.46,Month-to-month,Mailed check,No,Male,No,1,0,0,0,0,1,2,2.17,22,0
CUST001620,18,90.74,1622.98,Month-to-month,Electronic check,Fiber optic,Male,No,0,0,0,0,1,2,0,10.32,7,0
CUST001621,1,114.56,113.96,Month-to-month,Bank transfer (automatic),Fiber optic,Male,No,0,1,0,0,1,4,1,13.05,89,0
CUST001622,24,88.84,2169.79,Month-to-month,Bank transfer (automatic),No,Male,No,0,0,0,0,1,4,1,12.51,3,0
CUST001623,72,119.3,8649.83,Month-to-month,Bank transfer (automatic),Fiber optic,Female,No,1,1,0,1,0,4,1,1.0,13,0
CUST001624,5,41.94,205.22,Month-to-month,Mailed check,Fiber optic,Female,No,0,0,1,0,1,5,0,3.43,21,0
CUST001625,35,44.52,1635.51,One year,Bank transfer (automatic),No,Male,No,1,0,0,0,0,5,1,36.62,60,0
CUST001626,6,35.28,202.93,Month-to-month,Electronic check,DSL,Female,No,0,0,1,1,0,2,0,10.98,1,1
CUST001627,23,76.04,1694.04,Month-to-month,Credit card (automatic),Fiber optic,Female,No,0,0,0,0,1,2,4,12.82,24,1
CUST001628,3,69.39,213.43,One year,Electronic check,No,Female,No,1,1,1,1,1,3,3,9.37,4,0
CUST001629,17,61.2,1063.19,One year,Electronic check,Fiber optic,Female,No,0,0,0,0,0,2,0,16.54,2,0
CUST001630,42,85.23,3610.57,Month-to-month,Credit card (automatic),No,Female,No,0,0,0,1,1,4,1,10.23,85,0
CUST001631,12,95.81,1142.1,Two year,Credit card (automatic),DSL,Male,No,1,1,0,0,1,2,5,6.92,0,0
CUST001632,32,26.86,854.07,Month-to-month,Bank transfer (automatic),DSL,Male,No,0,1,0,0,1,3,1,8.03,9,0
CUST001633,47,50.08,2360.18,Month-to-month,Electronic check,Fiber optic,Male,No,0,0,1,0,1,2,1,5.33,83,0
CUST001634,72,85.5,6133.36,Month-to-month,Credit card (automatic),Fiber optic,Male,No,0,1,0,0,1,2,1,1.16,14,0
CUST001635,8,53.31,420.35,Month-to-month,Bank transfer (automatic),DSL,Female,No,0,1,0,0,0,3,2,2.03,13,0
CUST001636,15,45.04,679.25,One year,Bank transfer (automatic),DSL,Female,No,0,0,1,0,1,4,2,1.07,11,0
CUST001637,4,90.46,367.47,Month-to-month,Credit card (automatic),No,Male,No,0,1,0,1,0,2,2,12.15,8,0
CUST001638,72,32.76,2349.94,Month-to-month,Electronic check,No,Male,No,1,0,0,0,1,4,0,4.82,6,0
CUST001639,72,57.46,4207.69,Two year,Mailed check,DSL,Female,No,1,1,0,1,0,4,1,3.89,8,0
CUST001640,23,73.22,1676.93,Month-to-month,Bank transfer (automatic),Fiber optic,Male,No,0,1,0,0,0,3,1,2.35,0,1
CUST001641,55,50.65,2761.83,One year,Mailed check,Fiber optic,Female,No,0,0,0,0,0,3,2,1.16,13,0
CUST001642,22,84.58,1865.89,Month-to-month,Electronic check,No,Male,No,0,1,1,1,0,3,1,4.42,1,0
CUST001643,29,50.78,1518.46,Month-to-month,Electronic check,Fiber optic,Female,No,1,1,0,1,0,2,1,3.02,28,0
CUST001644,2,100.22,202.56,Month-to-month,Bank transfer (automatic),No,Female,Yes,0,0,1,1,1,1,2,1.77,47,0
CUST001645,42,61.86,2671.13,One year,Electronic check,No,Male,Yes,1,0,0,1,0,4,0,2.22,5,0
CUST001646,4,81.78,325.13,One year,Electronic check,Fiber optic,Male,No,0,0,0,0,1,3,1,16.42,48,0
CUST001647,52,83.65,4379.79,Month-to-month,Electronic check,DSL,Female,No,1,0,0,0,1,2,0,3.26,1,0
CUST001648,45,49.31,2262.53,Month-to-month,Electronic check,Fiber optic,Male,No,0,1,0,1,1,3,0,16.52,16,0
CUST001649,37,20.0,730.53,Two year,Electronic check,No,Male,No,0,0,0,0,1,2,0,17.35,55,0
CUST001650,1,74.02,71.77,Two year,Electronic check,Fiber optic,Female,No,1,1,0,0,1,1,3,7.48,36,0
CUST001651,10,66.81,651.39,Month-to-month,Credit card (automatic),No,Male,Yes,0,1,0,1,1,2,1,17.32,15,1
CUST001652,9,78.9,722.78,Month-to-month,Electronic check,No,Male,No,1,0,0,1,1,2,2,20.49,37,0
CUST001653,13,59.34,802.02,Two year,Bank transfer (automatic),Fiber optic,Female,No,0,0,0,0,1,1,3,2.03,2,1
CUST001654,2,54.24,106.94,Month-to-month,Bank transfer (automatic),Fiber optic,Male,No,1,0,0,0,0,2,1,14.94,6,0
CUST001655,72,115.21,8162.87,One year,Mailed check,Fiber optic,Female,No,1,1,0,0,0,3,1,27.21,42,0
CUST001656,24,28.19,709.4,Month-to-month,Electronic check,DSL,Female,No,0,0,0,0,1,1,1,5.87,19,1
CUST001657,10,83.35,795.59,One year,Credit card (automatic),Fiber optic,Female,No,0,0,0,1,0,2,1,16.9,11,0
CUST001658,15,50.63,777.79,Month-to-month,Mailed check,DSL,Female,No,0,1,1,0,0,2,1,7.62,2,1
CUST001659,17,56.61,972.09,One year,Electronic check,No,Female,Yes,1,1,0,1,0,1,4,14.23,14,1
CUST001660,27,57.07,1543.2,One year,Mailed check,No,Male,No,0,1,0,0,0,1,3,2.01,11,0
CUST001661,21,44.91,945.74,Two year,Electronic check,DSL,Female,No,1,0,0,1,1,1,3,1.85,4,1
CUST001662,72,79.28,5731.44,One year,Mailed check,Fiber optic,Male,No,0,1,0,0,0,1,1,13.82,21,0
CUST001663,20,99.77,2000.64,Two year,Mailed check,Fiber optic,Female,No,0,0,0,0,1,4,3,10.69,4,0
CUST001664,72,76.75,5578.33,Two year,Mailed check,Fiber optic,Female,No,0,0,0,0,0,2,2,17.31,66,0
CUST001665,57,67.58,3715.15,Month-to-month,Bank transfer (automatic),Fiber optic,Female,Yes,0,0,0,0,0,1,3,1.0,158,0
CUST001666,7,40.34,283.68,Month-to-month,Credit card (automatic),DSL,Male,No,1,0,1,1,1,1,2,7.79,5,0
CUST001667,72,77.92,5703.41,One year,Mailed check,DSL,Female,Yes,0,1,0,0,1,2,0,4.64,4,0
CUST001668,3,118.91,349.33,Two year,Mailed check,DSL,Male,No,1,0,0,1,1,3,0,3.31,19,0
CUST001669,51,55.48,2873.61,Month-to-month,Bank transfer (automatic),No,Male,No,0,0,1,0,0,2,4,15.49,115,0
CUST001670,14,55.6,781.45,One year,Mailed check,Fiber optic,Female,Yes,1,1,0,1,0,1,0,3.09,17,0
CUST001671,63,50.97,3163.23,Month-to-month,Mailed check,No,Male,No,0,0,0,0,1,2,0,3.82,15,0
CUST001672,60,52.76,3103.24,Month-to-month,Credit card (automatic),Fiber optic,Female,No,1,0,1,0,1,3,3,2.21,93,1
CUST001673,49,20.0,958.52,One year,Credit card (automatic),Fiber optic,Male,No,0,0,0,1,1,1,2,28.86,18,1
CUST001674,46,75.13,3364.64,One year,Bank transfer (automatic),No,Female,No,0,1,1,1,1,3,3,8.0,48,0
CUST001675,10,43.86,427.87,One year,Electronic check,No,Female,Yes,0,0,0,1,1,2,2,10.36,17,0
CUST001676,2,24.74,49.32,Two year,Mailed check,DSL,Male,No,1,1,0,1,0,1,3,32.06,36,0
CUST001677,15,83.83,1272.14,Month-to-month,Mailed check,DSL,Female,No,1,1,0,1,0,3,5,6.4,75,0
CUST001678,5,37.95,198.26,Month-to-month,Mailed check,DSL,Female,Yes,1,1,1,1,0,3,1,5.11,31,0
CUST001679,35,56.53,1982.92,Two year,Electronic check,No,Male,No,0,1,0,0,1,3,3,5.13,105,0
CUST001680,12,101.66,1180.42,Month-to-month,Mailed check,No,Female,No,0,1,1,0,0,2,0,10.22,39,0
CUST001681,72,29.77,2178.84,Month-to-month,Mailed check,DSL,Female,No,1,1,1,1,0,2,1,19.1,1,0
CUST001682,30,26.69,805.7,One year,Electronic check,DSL,Female,No,0,0,0,1,1,2,0,11.96,1,0
CUST001683,51,71.73,3696.88,Two year,Credit card (automatic),Fiber optic,Female,No,0,1,0,1,1,3,1,5.96,4,0
CUST001684,4,93.74,377.82,One year,Credit card (automatic),Fiber optic,Female,No,0,0,0,0,1,3,1,2.44,4,0
CUST001685,59,25.64,1492.79,One year,Bank transfer (automatic),Fiber optic,Female,No,0,1,0,1,0,1,1,14.6,0,0
CUST001686,72,75.19,5474.67,Month-to-month,Mailed check,No,Male,No,0,1,0,0,0,3,0,14.18,14,1
CUST001687,20,79.52,1609.95,Month-to-month,Mailed check,Fiber optic,Female,No,1,1,0,0,1,3,4,2.0,147,1
CUST001688,27,20.0,528.52,Two year,Bank transfer (automatic),DSL,Male,Yes,1,1,0,0,1,2,5,9.28,26,0
CUST001689,43,84.96,3668.89,One year,Bank transfer (automatic),DSL,Male,No,0,0,0,0,1,4,3,6.47,40,0
CUST001690,5,86.92,434.28,Month-to-month,Bank transfer (automatic),Fiber optic,Female,No,0,1,1,1,1,4,3,1.97,18,1
CUST001691,20,57.21,1157.94,Month-to-month,Electronic check,DSL,Female,No,0,1,0,1,1,1,2,2.76,5,1
CUST001692,15,96.31,1513.82,One year,Bank transfer (automatic),No,Female,No,0,0,1,1,1,4,2,10.43,12,0
CUST001693,4,93.41,372.5,Month-to-month,Credit card (automatic),Fiber optic,Female,Yes,0,0,1,1,1,2,1,23.99,7,0
CUST001694,13,67.58,902.27,One year,Electronic check,Fiber optic,Male,No,1,1,1,0,1,3,0,8.37,24,0
CUST001695,2,53.71,104.82,Month-to-month,Electronic check,Fiber optic,Male,No,1,1,0,1,0,4,0,29.14,18,1
CUST001696,1,40.68,40.96,Month-to-month,Mailed check,DSL,Male,No,1,0,0,1,1,2,3,6.31,57,0
CUST001697,4,64.06,256.95,One year,Bank transfer (automatic),DSL,Female,No,1,0,1,0,1,2,3,15.43,7,0
CUST001698,72,79.24,5715.05,Month-to-month,Electronic check,Fiber optic,Male,No,0,1,1,1,0,4,4,29.26,25,0
CUST001699,23,56.9,1275.98,Month-to-month,Credit card (automatic),No,Female,No,0,0,0,0,1,2,0,1.0,0,0
CUST001700,72,20.0,1485.56,Two year,Electronic check,DSL,Female,Yes,0,1,1,0,1,2,0,1.0,48,0
CUST001701,16,96.72,1568.02,One year,Credit card (automatic),Fiber optic,Female,No,0,0,0,1,1,2,0,2.32,24,0
CUST001702,11,69.76,767.47,Month-to-month,Electronic check,Fiber optic,Female,No,0,0,1,1,0,4,2,2.66,1,0
CUST001703,21,55.51,1150.76,Month-to-month,Electronic check,Fiber optic,Male,Yes,0,1,0,0,1,4,0,6.5,50,0
CUST001704,17,86.43,1480.99,Month-to-month,Credit card (automatic),Fiber optic,Female,No,0,1,1,1,1,2,3,5.55,1,1
CUST001705,3,103.12,315.15,One year,Credit card (automatic),No,Male,No,0,0,0,1,0,4,3,14.42,16,1
CUST001706,30,20.0,596.75,Month-to-month,Credit card (automatic),DSL,Female,Yes,0,1,1,1,0,2,1,6.44,60,1
CUST001707,7,75.86,531.2,Month-to-month,Electronic check,Fiber optic,Female,No,0,1,0,0,1,5,2,2.58,1,1
CUST001708,28,29.33,825.54,Month-to-month,Mailed check,No,Female,No,1,0,0,1,1,3,4,1.98,8,0
CUST001709,31,77.48,2353.04,Month-to-month,Electronic check,No,Female,No,1,0,0,0,1,1,2,2.76,11,1
CUST001710,4,68.2,264.06,Month-to-month,Electronic check,DSL,Male,Yes,0,0,0,1,1,1,3,1.21,24,1
CUST001711,1,80.89,79.64,Month-to-month,Electronic check,Fiber optic,Male,No,1,1,1,0,1,1,4,7.47,20,1
CUST001712,45,52.52,2315.19,Two year,Electronic check,DSL,Male,Yes,1,0,0,0,1,1,1,2.21,55,0
CUST001713,18,20.0,360.9,Two year,Credit card (automatic),No,Male,No,1,0,0,0,1,3,1,16.08,68,0
CUST001714,1,53.74,54.82,Month-to-month,Electronic check,Fiber optic,Female,No,0,0,0,0,0,2,2,26.84,12,0
CUST001715,72,75.17,5418.22,One year,Bank transfer (automatic),DSL,Male,No,1,0,0,0,1,5,2,3.95,69,0
CUST001716,1,90.38,89.01,One year,Bank transfer (automatic),Fiber optic,Female,No,0,0,1,1,0,3,4,21.27,14,0
CUST001717,35,35.7,1230.42,Month-to-month,Electronic check,Fiber optic,Male,No,0,0,0,1,1,3,1,16.3,45,1
CUST001718,72,90.68,6477.13,Month-to-month,Credit card (automatic),DSL,Male,No,0,0,1,0,0,2,2,5.82,26,0
CUST001719,8,48.8,401.31,Month-to-month,Mailed check,No,Male,No,1,0,1,1,0,4,0,1.6,50,0
CUST001720,4,74.06,289.79,One year,Credit card (automatic),DSL,Male,No,0,1,0,0,0,3,3,6.98,28,0
CUST001721,3,52.25,156.76,One year,Credit card (automatic),Fiber optic,Male,No,0,1,0,1,0,4,0,11.89,47,0
CUST001722,10,69.55,689.15,Two year,Credit card (automatic),Fiber optic,Male,No,0,0,0,1,1,5,1,1.06,26,0
CUST001723,3,87.3,263.48,One year,Bank transfer (automatic),No,Female,No,1,1,0,0,1,1,2,21.97,3,0
CUST001724,35,34.32,1190.88,Two year,Electronic check,DSL,Male,No,0,0,1,0,0,1,2,11.35,46,1
CUST001725,1,48.0,48.0,Two year,Electronic check,Fiber optic,Female,No,0,1,1,1,1,4,1,14.3,35,0
CUST001726,21,69.62,1416.64,Two year,Mailed check,DSL,Male,No,1,0,0,0,1,4,1,6.71,44,0
CUST001727,72,120.0,8404.09,Month-to-month,Mailed check,No,Female,No,0,0,0,0,1,3,1,2.23,3,0
CUST001728,50,43.42,2160.31,Month-to-month,Credit card (automatic),DSL,Female,No,1,0,0,1,0,2,0,1.0,35,0
CUST001729,28,116.0,3219.98,One year,Bank transfer (automatic),Fiber optic,Male,No,1,1,0,0,0,3,0,5.04,44,0
CUST001730,10,115.11,1148.3,One year,Electronic check,Fiber optic,Female,No,0,0,0,0,1,2,2,1.0,13,1
CUST001731,29,62.57,1813.05,Month-to-month,Electronic check,DSL,Male,No,1,1,1,0,0,2,2,1.63,91,1
CUST001732,22,57.55,1281.38,Two year,Electronic check,DSL,Male,No,0,1,0,0,1,2,4,5.12,33,0
CUST001733,16,47.7,753.46,Two year,Mailed check,DSL,Female,No,0,0,0,0,1,2,1,5.85,1,0
CUST001734,4,63.29,248.85,One year,Electronic check,No,Female,No,1,1,1,0,1,2,3,5.65,33,0
CUST001735,65,29.83,1998.06,Month-to-month,Bank transfer (automatic),Fiber optic,Male,No,0,1,0,1,0,5,1,5.95,0,0
CUST001736,17,63.09,1091.2,Two year,Bank transfer (automatic),No,Female,No,1,0,0,0,1,4,3,2.79,5,0
CUST001737,6,102.42,618.84,Month-to-month,Electronic check,DSL,Male,No,1,1,0,0,1,4,1,7.75,14,1
CUST001738,13,49.72,646.89,Month-to-month,Bank transfer (automatic),DSL,Female,No,0,1,0,1,0,4,2,3.57,12,0
CUST001739,16,58.98,974.98,Two year,Bank transfer (automatic),No,Female,Yes,0,0,0,1,1,2,2,5.2,38,0
CUST001740,52,22.47,1166.98,One year,Mailed check,Fiber optic,Male,No,1,1,0,0,1,4,3,2.93,10,0
CUST001741,39,74.35,2936.31,Month-to-month,Credit card (automatic),No,Female,No,0,1,0,0,1,4,0,1.05,45,0
CUST001742,43,71.61,3134.85,Two year,Electronic check,No,Male,No,0,0,0,1,1,4,4,1.16,9,1
CUST001743,1,66.59,68.72,Month-to-month,Mailed check,No,Male,No,1,1,0,0,1,3,1,12.5,24,0
CUST001744,16,59.58,980.51,One year,Credit card (automatic),DSL,Male,No,0,0,0,1,0,2,2,7.69,30,0
CUST001745,19,57.68,1080.33,One year,Mailed check,DSL,Male,No,0,0,0,0,1,1,3,1.0,83,0
CUST001746,1,77.55,77.43,Month-to-month,Mailed check,DSL,Male,No,0,0,1,0,1,1,2,13.9,0,0
CUST001747,9,64.28,575.21,Month-to-month,Bank transfer (automatic),No,Female,No,0,0,0,1,1,5,0,1.0,11,0
CUST001748,42,72.87,3005.17,Two year,Bank transfer (automatic),Fiber optic,Male,No,0,1,0,0,1,2,0,1.18,6,0
CUST001749,4,70.37,279.93,Month-to-month,Electronic check,Fiber optic,Male,No,1,1,0,1,0,4,2,1.0,35,0
CUST001750,22,93.09,1992.92,Month-to-month,Mailed check,No,Female,No,0,1,0,0,1,2,3,3.72,19,1
CUST001751,7,81.92,574.92,Month-to-month,Electronic check,Fiber optic,Female,No,0,0,1,0,0,3,2,1.4,23,1
CUST001752,1,69.82,66.0,Month-to-month,Bank transfer (automatic),DSL,Female,No,1,1,0,1,0,1,3,2.79,2,1
CUST001753,8,102.96,833.48,Two year,Mailed check,Fiber optic,Male,No,0,0,0,0,0,2,1,1.66,24,0
CUST001754,72,75.51,5316.75,Month-to-month,Bank transfer (automatic),DSL,Female,No,1,0,0,0,0,2,2,12.92,10,1
CUST001755,48,97.62,4575.91,One year,Bank transfer (automatic),Fiber optic,Female,No,0,1,0,0,0,3,0,1.1,44,0
CUST001756,72,80.17,5865.44,Month-to-month,Electronic check,DSL,Male,No,1,0,0,1,1,1,1,1.0,13,1
CUST001757,20,20.0,398.47,Two year,Electronic check,DSL,Male,No,0,0,0,0,1,3,1,2.39,1,1
CUST001758,3,97.62,290.53,One year,Mailed check,No,Female,No,0,1,0,0,1,2,1,3.31,2,0
CUST001759,23,68.38,1542.02,Month-to-month,Electronic check,No,Female,No,0,0,0,1,1,4,1,3.62,10,1
CUST001760,18,63.7,1129.4,Two year,Bank transfer (automatic),No,Female,No,0,0,0,0,0,1,3,1.0,11,0
CUST001761,55,72.03,4057.71,Month-to-month,Bank transfer (automatic),DSL,Female,No,0,0,1,1,1,3,1,4.03,34,0
CUST001762,3,56.38,169.94,One year,Electronic check,No,Male,Yes,0,0,0,0,1,2,1,2.46,10,0
CUST001763,20,70.68,1433.29,Two year,Credit card (automatic),Fiber optic,Female,Yes,0,0,1,0,1,3,3,6.48,43,0
CUST001764,4,50.2,194.76,One year,Mailed check,No,Female,No,1,1,0,1,1,2,1,1.93,24,0
CUST001765,11,96.86,1095.69,One year,Electronic check,No,Male,No,0,0,1,1,0,3,0,11.41,10,0
CUST001766,40,62.16,2464.52,Month-to-month,Electronic check,No,Male,Yes,1,0,1,0,0,4,2,10.34,8,0
CUST001767,19,55.44,1027.97,Month-to-month,Mailed check,DSL,Female,No,0,1,0,0,1,1,1,1.0,11,1
CUST001768,14,41.88,581.04,Month-to-month,Electronic check,Fiber optic,Female,No,1,0,0,0,0,1,2,2.51,11,1
CUST001769,15,71.72,1093.33,Two year,Credit card (automatic),Fiber optic,Female,No,1,1,0,1,1,3,3,3.98,26,0
CUST001770,18,69.68,1273.57,Two year,Mailed check,DSL,Male,No,0,0,1,0,1,3,3,1.69,45,0
CUST001771,46,74.71,3363.44,Month-to-month,Credit card (automatic),Fiber optic,Male,No,0,1,0,0,1,2,2,4.43,7,0
CUST001772,66,39.32,2591.66,Month-to-month,Electronic check,DSL,Female,No,0,1,1,0,0,2,2,11.85,46,1
CUST001773,72,24.97,1780.12,Month-to-month,Bank transfer (automatic),No,Male,Yes,0,1,0,1,0,1,1,1.0,1,1
CUST001774,46,80.64,3653.57,Month-to-month,Credit card (automatic),No,Female,No,0,1,0,0,1,1,2,1.0,11,0
CUST001775,11,102.12,1177.34,Month-to-month,Electronic check,Fiber optic,Female,Yes,0,0,0,0,1,2,2,13.91,12,1
CUST001776,34,39.34,1327.15,One year,Electronic check,Fiber optic,Female,No,1,0,1,0,1,4,1,7.31,1,0
CUST001777,17,104.74,1830.07,Two year,Mailed check,DSL,Male,No,1,0,0,1,0,2,0,2.49,23,0
CUST001778,8,72.1,577.39,One year,Credit card (automatic),No,Female,No,0,1,1,0,1,3,2,35.4,1,0
CUST001779,55,64.82,3548.63,One year,Bank transfer (automatic),DSL,Male,No,0,0,1,0,0,4,2,6.45,31,0
CUST001780,1,55.06,56.66,One year,Bank transfer (automatic),Fiber optic,Male,No,0,0,0,0,1,2,3,10.15,31,0
CUST001781,69,30.39,2164.93,One year,Bank transfer (automatic),No,Male,No,1,1,0,0,0,3,3,17.95,5,0
CUST001782,18,89.69,1606.56,Month-to-month,Electronic check,Fiber optic,Female,No,0,0,0,0,1,4,0,3.8,2,0
CUST001783,30,45.61,1403.85,Month-to-month,Mailed check,Fiber optic,Male,Yes,1,0,0,0,1,2,1,1.0,2,1
CUST001784,32,45.5,1451.57,Month-to-month,Electronic check,DSL,Female,No,0,0,0,0,0,2,4,35.0,9,1
CUST001785,67,89.8,6021.94,One year,Electronic check,DSL,Male,No,0,0,1,0,1,5,1,2.72,46,0
CUST001786,30,20.0,604.2,Two year,Credit card (automatic),Fiber optic,Female,No,1,1,0,0,0,5,1,8.79,26,0
CUST001787,28,26.91,767.29,One year,Bank transfer (automatic),DSL,Male,No,0,0,0,0,1,2,3,1.0,26,0
CUST001788,2,64.55,133.62,Two year,Credit card (automatic),DSL,Male,Yes,0,1,0,1,0,1,0,3.45,20,1
CUST001789,21,72.33,1493.56,Month-to-month,Electronic check,Fiber optic,Male,No,0,0,1,0,1,2,4,2.58,27,1
CUST001790,4,77.12,309.76,One year,Mailed check,Fiber optic,Male,No,0,1,0,0,0,2,2,26.45,91,1
CUST001791,40,57.46,2228.78,Two year,Credit card (automatic),Fiber optic,Female,No,1,1,0,0,0,2,2,1.0,58,0
CUST001792,21,120.0,2499.94,One year,Electronic check,Fiber optic,Male,No,0,0,0,1,1,3,1,1.0,1,0
CUST001793,34,59.3,2025.29,Two year,Electronic check,Fiber optic,Female,No,0,0,0,1,0,4,1,7.27,14,0
CUST001794,1,59.23,58.72,One year,Mailed check,DSL,Male,No,0,1,1,0,1,2,2,4.88,43,1
CUST001795,2,45.08,91.82,Month-to-month,Mailed check,DSL,Female,Yes,0,0,0,0,1,4,2,5.3,104,1
